自動車で、タイヤの左右の間隔をトレッドといいますが、前後の間隔のことを何というでしょう？,ホイールベース
古代ローマの将軍ファビウスにちなんで名付けられた、イギリスの漸進的社会主義団体は何でしょう？,フェビアン協会
五千円札の裏に描かれている「逆さ富士」が写っているのは、何という湖でしょう？,本栖湖
おおいぬ座のアルファ星はシリウスですが、こいぬ座のアルファ星は何でしょう？,プロキオン
いつまでも結論の出ない会議のことを、北条氏が豊臣秀吉に攻められた際の故事から何というでしょう？,小田原評定（おだわらひょうじょう）
コップの下に敷くのはコースターですが、湯呑み茶碗に敷くものは何というでしょう？,茶托
弥生時代から古墳時代にかけて大陸から日本に渡り、さまざまな技術や文化をわが国にもたらした人々のことを何というでしょう？,渡来人
高校野球で、春の選抜大会の主催は毎日新聞社ですが、夏の選手権大会を主催する新聞社はどこでしょう?,朝日新聞社
冬至の日に太陽が通ることから「冬至線」とも呼ばれる、地球上の南緯23度27分の地点を連ねた線を何というでしょう？,南回帰線
閣議に関する事項のまとめ役であり、同時に総理大臣のスポークスマンを務める内閣のポストは何でしょう？,〈内閣〉官房長官
大西洋と地中海を結ぶ海峡は何海峡でしょう？,ジブラルタル海峡
海底において、沈んでくるプランクトンの死骸がかすかな光に照らされて白く見える現象を、ある天気のように見えることから何というでしょう？,マリンスノー
俗にいわれる言葉で、「角（かく）な座敷を丸く掃」いたり、「三杯目にはそっと出し」たりするのは、誰でしょう？,居候（いそうろう）
葉がカラスのように黒く、龍のつめのように曲がっていることから名がついた中国茶の一種は何でしょう？,ウーロン（烏龍）茶
ベレスフォード夫妻、バトル警視、アリアドニ・オリヴァ夫人、パーカー・パイン、ミス・マープル、エルキュール・ポアロといえば、誰の書いたミステリー小説に登場する探偵でしょう？,アガサ・クリスティー
郵便物を送るとき、宛名に書かれた本人に開けてもらいたいときに使う言葉を何というでしょう?,親展（しんてん）
漫画『オバケのQ太郎』に登場する、Q太郎の弟の名前は何でしょう？,O次郎
「空飛ぶホワイトハウス」ともいわれる、アメリカ大統領の専用機のことを何というでしょう？,エア・フォース・ワン
日本海と瀬戸内海の両方に面している県といえば、山口県とどこでしょう？,兵庫県
英語では「jet rug」という、海外旅行に行ったときによく起こる症状を、一般に「何ボケ」というでしょう？,時差ボケ
春です。木偏に春と書く木は「ツバキ（椿）」ですが、魚偏に春と書く魚は何でしょう？,サワラ（鰆）
宮中行事「歌会始の儀」で、2003年の歌題は「町」でしたが、2004年の歌題は何でしょう？,幸
美術史の飛鳥文化、白鳳文化、天平文化のうち、最も古い文化はどれでしょう？,飛鳥文化
釣りをする時に使う道具で、漢字では「魚の籠（かご）」と書くものは何でしょう？,びく
三角形の三辺の長さから面積を求める公式のことを、ギリシャの数学者の名前をとって何というでしょう？,ヘロンの公式
旅の門出のことを、ある神社の名にちなんで何というでしょう？,鹿島立ち
世界的な観光名所で、オペラ座があるのはパリですが、オペラハウスがある都市はどこでしょう？,シドニー
豊臣秀吉の義兄を父に持つ武将で、関ヶ原の戦いでは裏切りによって東軍勝利の立役者となったのは誰でしょう？,小早川秀秋
木管楽器のサキソフォンに名を残すアドルフ・サックスはどこの国の人でしょう？,ベルギー
人気兄弟お笑いコンビ・中川家の、兄の名前は中川剛ですが、弟の名前は何というでしょう？,中川礼二
天狗がもっているのは羽うちわ（はうちわ）ですが、貧乏神がもっているのはどんなうちわでしょう？,しぶうちわ
テニスで、相手のサービスゲームをとることをブレイクと言いますが、自分のサービスゲームをとることを何というでしょう？,キープ
気象用語で、降水量の単位はミリメートルですが、積雪量の単位は何でしょう？,センチメートル
鎌倉時代の宗教家で、「正法眼蔵（しょうぼうげんぞう）」を著したのは道元ですが、「立正安国論」を著したのは誰でしょう？,日蓮
明治2年1月1日に点灯が行われた、三浦半島にある日本初の洋式灯台は何でしょう？,観音埼灯台（かんのんざきとうだい）
山頂などで太陽を背にして立ったとき、前方の雲や霧に自分の影が大きく映る現象を、ドイツの山の名をとって何というでしょう？,ブロッケン現象
英語で「手入れをする人」という意味のある、犬や猫などのペットの美容師のことを指す言葉は何でしょう？,トリマー
手形や小切手などを他人に渡すとき、その裏側に署名をすることを特に何というでしょう？,裏書
日本で最初の女帝といえば何天皇でしょう？,推古天皇（すいこてんのう）
日本の中央競馬で、史上初の天皇賞春秋連覇を達成した馬は何でしょう？,タマモクロス
「当て布」という意味がある、既に出来上がっているプログラムに修正を加えることを何というでしょう？,パッチ
アメリカの硬貨で、クオーターは25セント硬貨ですが、ダイムは何セント硬貨でしょう？,10セント
ヒマラヤのダウラギリ、ハワイのマウナケア、そしてヨーロッパのモンブランといえば、すべてそれぞれの国の言葉で何という意味があるでしょう？,白い山
ポロネーズ、マズルカ、メヌエット、ワルツといえば、これらは何分の何拍子の曲でしょう？,4分の3拍子
火災に見舞われた超高層ビルに挑む消防隊長をスティーブ・マックイーンが演じた、パニックムービーの大傑作といえば何でしょう？,タワーリング・インフェルノ
飛行機や電車で、窓側の席をウインドウシートといいますが、通路側の席を何というでしょう？,アイルシート
少年ネロと愛犬パトラッシュの心温まる物語「フランダースの犬」の作者は誰でしょう？,ウィーダ
広島や巨人で球界屈指のユーティリティープレイヤーとして活躍するも、2010年にくも膜下出血で37歳の若さで亡くなった、元SMAPのメンバーと同じ名前を持つことで話題となったプロ野球選手は誰でしょう？,木村拓也（きむら・たくや）【正確には同音ではあるが、漢字は違う】
通称を吉兵衛、雅号を友竹（ゆうちく）といった江戸時代の浮世絵師で、『見返り美人』で知られるのは誰でしょう？,菱川師宣（ひしかわ・もろのぶ）
「一つの妖怪がヨーロッパに現れている」という書き出しで始まる、マルクスとエンゲルスの共著といえば何でしょう？,『共産党宣言』
夏目漱石の「坊っちゃん」から広く知られるようになった愛媛の温泉といえば何でしょう？,道後温泉
タヌキはイヌ科の動物ですが、キツネは何科の動物でしょう？,イヌ科
主婦たちが家事の合間に集まってするおしゃべりを、昔、おしゃべりをしていた場所から何会議というでしょう？,井戸端会議
流し台や便器の下に必ず付いている、悪臭や水の逆流を防ぐ為に、排水管をS字やU字に曲げられた部分を何というでしょう？,トラップ
中国の革命指導者・孫文が唱えた三民主義とは、民権主義、民族主義と何でしょう？,民生主義
ボクシングで、相手を想像して一人で練習する方法を何ボクシングというでしょう？,シャドーボクシング
薬の種類のひとつで、飲みやすくするために成分を糖分でくるんだ錠剤のことを何錠というでしょう？,糖衣錠（とういじょう）
自分が犯した罪や過ちで苦しむ事を「身から出た錆」といいますが、この「身」とは何のことでしょう？,日本刀
童話「ムーミン物語」やサンタクロースの故郷として知られる北欧の国で、首都をヘルシンキに置くのはどこでしょう？,フィンランド
A.J.マックリーン、ケヴィン・リチャードソン、ハウィー・ドロー、ニック・カーター、ブライアン・リッテレルの5人からなる、アメリカの人気コーラス・グループは何でしょう？,バックストリート・ボーイズ
ハリウッド映画で『フォー・ルームス』『フィフス・エレメント』『シックス・センス』といったら、共通して出演している俳優は誰でしょう？,ブルース・ウィリス
999人の幽霊が住んでいるという設定の、東京ディズニーランドの人気アトラクションは何でしょう？,ホーンテッド・マンション
東京モスリン亀戸工場で働く女性の悲惨な姿を描いた、細井和喜蔵の記録文学は何でしょう？,女工哀史
大相撲の番付で、所属する力士の数が最も多い位といえば何でしょう？,序二段
エーゲ海北部のサモトラケ島で発見された彫刻で知られる、ギリシャ神話の勝利の女神は何でしょう？,ニケ
イギリスの通貨単位はポンドですが、フランスの通貨単位は何でしょう？,ユーロ
もともとは江戸時代に防火の目的で作られた幅のある道のことで、現在では名古屋や上野に地名として残っているものは何でしょう？,広小路
全天88星座のうち、名前がひらがな1文字で表されるのはや座、ほ座と何座でしょう？,ろ座
食後の軽い運動を「腹ごなし」といいますが、相手を押さえつけるような態度をとることを「何ごなし」というでしょう？,頭ごなし
英語では「ブローガン[Blow Gun]」という、細長い筒に矢を入れ、息を吹き込んで的に当てる遊びを日本語で何というでしょう？,吹き矢
三本の矢の教訓で知られる毛利元就の孫にあたる、関ヶ原の戦いで西軍の総大将を務めた武将は誰でしょう？,毛利輝元（もうり・てるもと）
ラグビーで、フォワード8人のまとめ役となり、スクラムをコントロールする花形的ポジションといえば何でしょう？,ナンバーエイト
コンピュータの中央処理装置と主記憶装置の中間に用意され、頻繁に用いるデータを一時的に蓄える高速メモリは何でしょう？,キャッシュ･メモリ[cache memory]
産業の形態が次第に第1次産業から第2次、第3次へと移行していくことを、何の法則というでしょう？,ペティ・クラークの法則
エジプトにある山で、旧約聖書でモーゼが「十戒」を授かった山といえばどこでしょう？,シナイ山[Sinai]
88星座を五十音順に並べたとき、最初にくる星座は何でしょう？,アンドロメダ座
考え方が保守的な人のことを「コンサバ」といいますが、これは何という英単語の略でしょう？,コンサバーティブ
囲炉裏によく見られる、鍋などを釣り、上下に動かすことで火との距離を調節出来るもののことを何というでしょう？,自在鉤（じざいかぎ）、自在鈎
代表作に『銀河帝国の興亡』や『わたしはロボット』があり、「ロボット工学の3原則」を提唱したことでも知られるロシア生まれのアメリカのSF作家は誰でしょう？,アイザック・アシモフ
歌手の音域に合わせて、曲全体のキーをそのまま高く、または低くすることを何というでしょう？,移調
2002年のベルリン国際映画祭でアニメとして初めて金熊賞を獲得した、宮崎駿監督の映画は何でしょう？,『千と千尋の神隠し』
会社の形態を大きく4つに分けると、「株式会社」「有限会社」「合資会社」と何でしょう？,合名会社
木曽川、長良川などの下流地域に多く見られる、洪水を防ぐために村落が人工堤防で囲まれた土地のことを何というでしょう？,輪中
フロンティア電子論で世界的に注目され、1981年に日本人で初めてノーベル化学賞を受賞した京都大学名誉教授は誰でしょう？,福井謙一
春、菜の花が咲く頃に降る長雨を特に「何梅雨」というでしょう？,菜種梅雨（なたねづゆ）
居酒屋でアルコールを注文したときに出てくる、前菜の入った小皿を何というでしょう？,つきだし（お通し）
いわゆる徳川御三卿とは、清水、田安と何でしょう？,一橋
早稲田大学ラグビー部が日本一になったときにだけ歌うという、部歌（ぶか）のタイトルを何というでしょう？,『荒ぶる』
草もちの中に入れたり、もぐさの原料として使われる、キク科の植物といえば何でしょう？,よもぎ
おじさんを襲うことを「おやじ狩り」といいますが、山などへ紅葉（こうよう）を見にいくことを特に何狩りというでしょう？,もみじ狩り
英語で「錐（きり）」という意味の、ドライ・ジンをライムジュースで割って作られるカクテルは何でしょう？,ギムレット
フランス語で｢新しい芸術｣という意味の、19世紀にフランスやベルギーで起こった芸術運動を何というでしょう？,アール・ヌーヴォー
日本の童歌『ずいずいずっころばし』の唄に出てくるお味噌は、どんな味噌でしょう？,ゴマ味噌
屋号を萬屋（よろずや）という、映画『ピンポン』やドラマ『HR』などで人気の若手歌舞伎役者は誰でしょう？,〈二世〉中村獅童
正式名を「絶滅のおそれのある野生動物の種の国際取引に関する条約」という条約を、調印された都市の名から何というでしょう？,ワシントン条約
日本人でノーベル文学賞を受賞した作家は、川端康成と誰でしょう？,大江健三郎（おおえ・けんざぶろう）
プロレスで、悪役のレスラーをヒールといいますが、善玉のレスラーを何というでしょう？,ベビーフェイス
長さでは100分の1寸、重さでは100分の1匁、そしてお金では100分の1円を1とする単位は何でしょう？,銭
ノーベル賞の6つの部門のうち、今までに日本人が1度も受賞したことがないのは何でしょう？,経済学賞
コーヒーの積み出し港として知られるサントスは、ブラジルの何という都市にあるでしょう？,サンパウロ
首の下と肩を結ぶ、ゆるくS字にカーブした骨を何というでしょう？,鎖骨
衣類や家具を少しずつ売りながら食いつなぐ生活のことを、ある植物の名を取って何生活というでしょう？,タケノコ生活
Y字型の支軸にゴムを張り、石などを飛ばす子どもの玩具といえば何でしょう？,ぱちんこ
デンマークの考古学者・トムセンの「三時代区分法」で、「石器時代」と「鉄器時代」の間にあたるのは何時代でしょう？,青銅器時代
サッカーで、パスされたボールを体に当てて受け止めることを何というでしょう？,トラッピング、トラップ
楽器で「ド」の音から一オクターブ高い「ド」の音まで音程を上げた場合、音波の振動数は何倍になるでしょう？,2倍
歴代自由民主党総裁のうち、総理大臣になったことがない2人の人物とは、河野洋平（こうの・ようへい）と誰でしょう？,谷垣禎一（たにがき・さだかず）
京都駅と幡生（はたぶ）駅を結ぶ、現在日本の在来線で営業距離が一番長い路線は何でしょう？,山陰本線
高知県の民謡『よさこい節』で、月の名所と歌われている海岸はどこでしょう？,桂浜
もとは歌舞伎や寄席のいちばん最後の出し物のことで、現在ではテレビ番組『笑点』の名物コーナーとしてもおなじみなのは何でしょう？,大喜利（大切り）
メガネのパーツで、耳にかける「つる」の部分を何というでしょう？,テンプル[temple]
愛知県生まれの児童文学者で、『おじいさんのランプ』『ごんぎつね』などの作品で知られるのは誰でしょう？,新美南吉
バレーボールのVリーグは、現在男女とも何チームで行われているでしょう？,8チーム
型の古くなった洋服などに手を加え、再び着られるようにすることを英語で何というでしょう？,リフォーム
世界の自動車メーカーで、「ボルボ」といえばスウェーデンですが、「ヒュンダイ」といえばどこの国のメーカーでしょう？,韓国
1867年3月30日に、アメリカがロシアから720万ドルで購入した地域はどこでしょう？,アラスカ
寒暖計の目盛で、摂氏が0度となっている時、華氏では何度となっているでしょう？,32度
忙しく動き回ることを、太鼓の音に例えて「何舞い」というでしょう？,てんてこ舞い
2003年は未年ですが、昔の時刻で「未（ヒツジ）の刻」といえば現在の何時頃にあたるでしょう？,午後2時、14時
「日本が近代国家になるには漢字教育が負担になる」と漢字不要説を唱えていた、日本の初代文部大臣は誰でしょう？,森有礼
カヌーで、転覆した時にカヌーから出ずに回転して起き上がるテクニックを何というでしょう？,エスキモーロール
「オペレーティング・システム」という言葉を略した、コンピュータの基本ソフトをあらわす用語は何でしょう？,OS
マラソンなどで一気に何人もの選手を追い抜くことを、ある野菜を使って何というでしょう？,ごぼう抜き
露天風呂めぐりができる入湯手形が人気の、熊本県の温泉といえばどこでしょう？,黒川温泉
弦を支え、音の高低を調整するために、琴の胴の上に立てるものは何でしょう？,琴柱（ことじ）
日本舞踊で、鳥の精が踊るのは『鷺娘（さぎむすめ）』ですが、花の娘が踊るのは『何娘』でしょう？,藤娘
寿司屋で使う言葉で、「がり」は生姜のことですが、「むらさき」とは何のことでしょう?,醤油
神が弟の供物のみを受け取り、恥をかかされたことが動機になったという、旧約聖書に登場する人類最初の殺人犯は誰でしょう？,カイン
実働1年間で5勝1敗9Sの成績を挙げた、南海から留学中の昭和39年、サンフランシスコ・ジャイアンツに昇格し、日本人初の大リーガーとなったのは誰でしょう？,村上雅則
医者を主人公にした漫画で、『ブラックジャック』の作者は手塚治虫ですが、『ブラックジャックによろしく』の作者は誰でしょう？,佐藤秀峰（しゅうほう）
アメリカのミシガン州バトルクリークに本社を置く、世界的なシリアル食品会社はどこでしょう？,ケロッグ
その温暖な気候から「韓国のハワイ」と呼ばれている、韓国本土から南に100kmのところに位置する島は何でしょう?,済州島（さいしゅうとう、チェジュとう、チェジュド）
磁石にくっつく金属といえば、鉄、コバルトと何でしょう？,ニッケル
自分には痛くもかゆくも感じない物事をたとえて、「対岸の何」というでしょう？,火事
大工道具で、四つ目、三つ目、つぼ、ねずみ歯といえば、どんな道具でしょう？,キリ
人類で初めて南極点に達したのはアムンゼンですが、初めて北極点に達したのは誰でしょう？,ピアリー
ゴルフで、プレイヤーのスコアを点検し、間違いがないことを署名して証明することを何というでしょう？,アテスト
人間の血管を大きく三つに分けると、動脈、静脈と何でしょう？,毛細血管
モータースポーツの「F－1」は「Formura」の略ですが、市場調査で「F－1層」という時のFは何の略でしょう？,Female
昔話『文福茶釜』の舞台として知られる、群馬県にある寺は何でしょう？,茂林寺（もりんじ）
ローマ数字で100を表すアルファベットはCですが、1000を表すアルファベットは何でしょう？,M
野球でスコアといえば得点のことを指しますが、オーケストラでスコアといえば何のことを指すでしょう？,楽譜
舞台衣装に縫い込み､ キラキラと光る金属やプラスチック製のボタン型装飾品を何というでしょう？,スパンコール
本名をカルロ・ロレンティーニという、童話『ピノキオの冒険』などの作品で知られる作家は誰でしょう？,コルローディ
時代劇などでよく見られる、刀の背で打って、深く傷を負わせないようにすることを「何打ち」というでしょう？,峰打ち
元々はタヒチの民族衣装であった、色とりどりに着色された腰布で、最近は水着とセットにして着こなす人も多いのは何でしょう？,パレオ
キリスト教の原理のひとつで、人間が生まれながらにして持っている罪のことを何というでしょう？,原罪
ヒマラヤ山脈の南の麓に位置する、お茶の産地としても有名なインドの保養都市はどこでしょう？,ダージリン
コロイド溶液に横から強い光をあてると、光の散乱のため光の進路が明るく見える現象を何というでしょう？,チンダル現象
弓を引き絞り、矢を放たないまま構えている状態に由来する、準備を整えて待機していることを何というでしょう？,満を持す
お盆や正月に、奉公人が休暇をもらって郷里へ帰る期間のことを何といったでしょう？,薮入り（やぶいり）
1837年から1901年まで、イギリスの歴代君主の中で最も長い64年間にわたってその地位にあった女王といえば誰でしょう？,ビクトリア女王
テニスや卓球で、デュースになった時、片方が1点リードすることを英語で何というでしょう？,アドバンテージ
光の三原色にあって、色の三原色にない色は何でしょう？,緑
少し緑がかった青色のことを、その色がトルコ石に似ていることから何ブルーというでしょう？,ターコイズブルー
石川さゆりの曲「天城越え」にも歌われている、伊豆・天城山中にある落差25mの滝は何でしょう？,浄蓮の滝
楽譜に書かれる記号で、D.C.といえばダカーポですが、D.S.といえば何でしょう？,ダルセーニョ
『風立ちぬ』という小説を書いたのは堀辰雄ですが、『風立ちぬ』という曲を歌ってたアイドルは誰でしょう？,松田聖子
ファーストフード店などで、買った商品を持ち帰ることをテイクアウトといいますが、店内で食べることを何というでしょう？,イート・イン
1887年に発表された「緋色の研究」という作品で登場し、いまだに根強いファンを持つ、コナン・ドイルが生んだ名探偵といえば誰でしょう？,シャーロック・ホームズ[Sherlock Holmes]
アメリカ・大リーグの球団で、カナダに本拠地を置いているのは、モントリール・エクスポズとどこでしょう？,トロント・ブルージェイズ
大小マゼラン雲やアンドロメダ大星雲などのような天体集団のことを特に何宇宙というでしょう？,島宇宙
現在の中国の国家体制で、国家主席は習近平（しゅう・きんぺい）ですが、首相は誰でしょう？,李克強（り・こっきょう、り・こくきょう）
校倉造でおなじみの正倉院が置かれている寺はどこでしょう？,東大寺
「1ニュートンの力で1メートル動かしたときの仕事」を1とする単位は何でしょう？,1ジュール
刀を激しく打ち合う様子や、激しく論議を戦わせる様子を、漢字四文字で何というでしょう？,丁々発止
パック旅行などで、決まったコースには含まれず、自由に参加できる小旅行のことを何というでしょう？,オプショナル・ツアー
弟の正季（まさすえ）と共に湊川の戦いで討ち死にした、南北朝時代の南朝の忠臣といえば誰でしょう？,楠木正成
日本のスポーツリーグで、「Jリーグ」はサッカー、「Vリーグ」はバレーボールですが、「Xリーグ」は何のスポーツでしょう?,アメリカンフットボール
足の裏にある体の臓器を活性化させるツボを刺激する健康法のことを、「反射」と「学問」を合わせた言葉で何というでしょう？,リフレクソロジー
1989年、山陽相互銀行が普通銀行への転換にあたりユニークな名称に変更しましたが、その名称は何銀行でしょう？,トマト銀行
県の鳥はキジ、県の花はモモである、桃太郎ゆかりの県といえば何県でしょう？,岡山県
ドイツでは「ルドルフの数」と呼ばれ、日本ではギリシャ文字のπで表される数といえば何でしょう？,円周率
カンフーを発展させた武術「ジークンドー」の創始者である、『燃えよドラゴン』シリーズで有名なアクションスターは誰でしょう？,ブルース・リー
中押（ちゅうお）し勝ちといえば、どんなゲームの勝負の決まり方を表す言葉でしょう？,囲碁
アンデルセンの「人魚姫」で、人魚姫が足をもらうために失ったものは何でしょう？,声
鼻は象、目はサイ、しっぽは牛、体は熊に似ているという伝説上の動物で、俗に悪い夢を食べると言われているのは何でしょう？,バク
京都の広隆寺にある、日本で初めて国宝に指定された仏像といえば何でしょう？,弥勒菩薩像（みろくぼさつぞう）
毎年3月頃、日本の労働組合が歩調をそろえて実施する労働闘争のことを一般に何というでしょう？,春闘
南極とフェゴ島の間にある、スペインの海賊の名前のついた海峡は何でしょう？,ドレーク海峡
数多くある木星の衛星の中で、1610年にガリレオが発見した第1衛星は何でしょう？,イオ
ラテン語で「別のところに」という意味がある、事件などの時に、現場に不在していたことを証明することを何というでしょう？,アリバイ
きのこの特徴をいった言葉で、「においマツタケ」とくれば「味は何」と続くでしょう？,シメジ
インダス文明の遺跡「ハラッパー」「モヘンジョ・ダロ」といえば、ともにどこの国にあるでしょう？,パキスタン
バドミントンで使われる、コルクに羽をつけた球のことを何というでしょう?,シャトルコック
「長十郎」といえば梨の品種ですが、「利平」はどんな秋の味覚の品種でしょう？,栗
物事に感動したり共鳴したりすることを、ある楽器にたとえて「何に触れる」というでしょう？,琴線
豊臣秀吉が造営した聚楽第（ｼﾞｭﾗｸﾀﾞｲ）の一部を移築したものである、京都の西本願寺にある国宝の建物といえば何でしょう？,飛雲閣
愛称をチータという、『いっぽんどっこの唄』『三百六十五歩のマーチ』などのヒット曲で知られる歌手は誰でしょう？,水前寺清子（すいぜんじ・きよこ）
客が出した3つの題を使い、即興で話を作る落語の形式の一つは何でしょう？,三題噺（ばなし）
郵便局で内容証明郵便を出す場合、同じ内容の書面を何通用意しなければならないでしょう？,3通
清少納言が「枕草子」の中で「遠くて近い」と書いているのは、「極楽」「舟の道」と何でしょう？,男女の仲
バスケットボールの試合はジャンプボールで始まりますが、ハンドボールの試合は何で始まるでしょう？,スローオフ
『地獄門』や『カレーの市民』、そして『考える人』などの作品で知られるフランスの彫刻家は誰でしょう？,オーギュスト・ロダン
考え方が180度変わることを、ある天文学者の名前を使って「何的転回」というでしょう？,コペルニクス的転回
その名前の割には全長が約66kmしかない、千葉県にある日本有数の砂浜は何でしょう？,九十九里浜
魚の良い漁場となる、異なる二つの潮流、とくに暖流と寒流の接する海面に現れる帯状の筋を何というでしょう？,潮目（しおめ､しおのめ）
江戸時代の奉行所で、罪人がお裁きを受けた法廷のことを、砂利が敷きつめられていたことから何と呼んだでしょう？,白州
乗り物の加速に使うもので、車はアクセルですが、電車なら何でしょう？,マスコン
我が国の都を奈良の平城京へ移したのは元明天皇ですが、京都の平安京へ移したのは何天皇でしょう？,桓武天皇（かんむてんのう）
テニス、卓球、バドミントンのうち、ダブルスのとき必ず交互に打たなければならないのはどれでしょう？,卓球
遺伝子が異なる細胞から成る一体の生物個体のことを、ギリシャ神話の怪物にちなんで何というでしょう？,キマイラ、キメラ
1689年にロシアと清の間に結ばれた条約のことをその締結地から何というでしょう？,ネルチンスク条約
ヨーロッパの国で、ベネルクス三国と呼ばれるのは、ベルギー、オランダとどこの国でしょう？,ルクセンブルク〈大公国〉
天気予報の「ときどき雨」と「一時雨」のうち、降っている時間がより長いのはどちらでしょう？,ときどき雨
クツワムシの語源であるクツワは、一般的にどんな動物に噛ませる器具のことでしょう？,馬
